time,joy_delta,joy_speed,lqg_delta,lqg_speed,lqg_e_cg,lqg_e_cg_dot,lqg_theta_e,lqg_theta_e_dot,lqg_e_cg_hat,lqg_e_cg_dot_hat,lqg_theta_e_hat,lqg_theta_e_dot_hat,yaw,yaw_rate,vx,vy
0.402,0.0,0.0,-0.102,1.703,-0.121,0.003,0.027,0.543,-0.121,0.018,0.05,0.397,0.0,0.0,0.1,0.0
0.448,0.0,0.0,-0.103,1.699,-0.121,0.003,0.027,0.0,-0.12,0.027,0.068,0.302,0.0,0.0,0.1,0.0
0.506,0.0,0.0,-0.103,1.698,-0.118,0.003,0.027,-0.009,-0.115,0.031,0.081,0.24,0.0,0.0,0.1,0.0
0.539,0.0,0.0,-0.108,1.675,-0.118,0.003,0.027,0.0,-0.117,0.032,0.092,0.196,0.0,0.0,0.1,0.0
0.579,0.0,0.0,-0.105,1.689,-0.123,0.001,0.014,-0.263,-0.123,0.031,0.101,0.163,0.0,0.0,0.1,0.0
0.631,0.0,0.0,-0.096,1.731,-0.123,0.001,0.014,0.0,-0.121,0.031,0.109,0.141,0.0,0.0,0.1,0.0
0.68,0.0,0.0,-0.099,1.715,-0.12,0.006,0.058,0.892,-0.118,0.031,0.116,0.124,0.0,0.0,0.1,0.0
0.73,0.0,0.0,-0.104,1.695,-0.12,0.006,0.058,0.0,-0.119,0.03,0.122,0.11,0.0,0.0,0.1,0.0
0.779,0.0,0.0,-0.103,1.7,-0.118,0.002,0.018,-0.805,-0.116,0.03,0.128,0.103,0.0,0.0,0.1,0.0
0.829,0.0,0.0,-0.112,1.656,-0.118,0.002,0.018,0.0,-0.117,0.03,0.135,0.096,0.0,0.0,0.1,0.0
0.88,0.0,0.0,-0.116,1.638,-0.117,0.0,0.004,-0.268,-0.115,0.031,0.144,0.096,0.0,0.0,0.1,0.0
0.933,0.0,0.0,-0.131,1.575,-0.117,0.0,0.004,0.0,-0.116,0.032,0.153,0.096,0.0,0.0,0.1,0.0
0.979,0.0,0.0,-0.143,1.519,-0.117,-0.0,-0.004,-0.18,-0.116,0.034,0.165,0.101,0.0,0.0,0.1,0.0
1.029,0.0,0.0,-0.163,1.431,-0.117,-0.0,-0.004,0.0,-0.115,0.037,0.181,0.109,0.0,0.0,0.1,0.0
1.079,0.0,0.0,-0.19,1.309,-0.118,-0.0,-0.004,0.0,-0.116,0.042,0.201,0.121,0.0,0.0,0.1,0.0
1.13,0.0,0.0,-0.224,1.154,-0.118,-0.0,-0.004,0.0,-0.116,0.048,0.23,0.139,0.0,0.0,0.1,0.0
1.18,0.0,0.0,-0.275,0.924,-0.12,-0.001,-0.009,-0.09,-0.12,0.056,0.269,0.164,0.0,0.0,0.1,0.0
1.23,0.0,0.0,-0.34,0.633,-0.12,-0.001,-0.009,0.0,-0.117,0.07,0.33,0.207,0.0,0.0,0.1,0.0
1.281,0.0,0.0,-0.455,0.363,-0.122,0.003,0.031,0.804,-0.119,0.089,0.42,0.264,0.0,0.0,0.1,0.0
1.332,0.0,0.0,-0.612,0.363,-0.122,0.003,0.031,0.0,-0.117,0.128,0.596,0.383,0.0,0.0,0.1,0.0
1.38,0.0,0.0,-0.932,0.363,-0.118,-0.0,-0.004,-0.714,-0.108,0.244,1.116,0.742,0.0,0.0,0.1,0.0
1.432,0.0,0.0,-1.886,0.363,-0.118,-0.0,-0.004,0.0,-0.05,1.87,8.465,5.765,0.0,0.0,0.1,0.0
1.483,0.0,0.0,-15.243,0.363,-0.117,-0.0,-0.004,0.0,-0.129,-0.341,-1.526,-1.061,0.0,0.0,0.1,0.0
1.532,0.0,0.0,2.916,0.363,-0.117,-0.0,-0.004,0.0,-0.123,-0.159,-0.707,-0.501,0.0,0.0,0.1,0.0
1.579,0.0,0.0,1.427,0.363,-0.12,0.0,-0.0,0.09,-0.125,-0.106,-0.462,-0.335,0.0,0.0,0.1,0.0
1.628,0.0,0.0,0.988,0.363,-0.12,0.0,-0.0,0.0,-0.123,-0.08,-0.347,-0.255,0.0,0.0,0.1,0.0
1.682,0.0,0.0,0.776,0.363,-0.119,0.006,0.058,1.163,-0.121,-0.063,-0.268,-0.205,0.0,0.0,0.1,0.0
1.737,0.0,0.0,0.632,0.363,-0.119,0.006,0.058,0.0,-0.121,-0.053,-0.216,-0.175,0.0,0.0,0.1,0.0
1.779,0.0,0.0,0.543,0.363,-0.121,0.0,0.005,-1.073,-0.123,-0.047,-0.189,-0.156,0.0,0.0,0.1,0.0
1.83,0.0,0.0,0.497,0.363,-0.121,0.0,0.005,0.0,-0.122,-0.042,-0.17,-0.141,0.0,0.0,0.1,0.0
1.879,0.0,0.0,0.46,0.363,-0.118,-0.001,-0.009,-0.27,-0.118,-0.038,-0.158,-0.128,0.0,0.0,0.1,0.0
1.93,0.0,0.0,0.429,0.363,-0.118,-0.001,-0.009,0.0,-0.119,-0.036,-0.149,-0.12,0.0,0.0,0.1,0.0
1.98,0.0,0.0,0.414,0.363,-0.118,0.007,0.067,1.523,-0.119,-0.034,-0.136,-0.117,0.0,0.0,0.1,0.0
2.035,0.0,0.0,0.394,0.392,-0.118,0.007,0.067,0.0,-0.119,-0.033,-0.126,-0.117,0.0,0.0,0.1,0.0
2.08,0.0,0.0,0.381,0.45,-0.118,0.006,0.057,-0.2,-0.119,-0.033,-0.121,-0.117,0.0,0.0,0.1,0.0
2.142,0.0,0.0,0.374,0.481,-0.118,0.006,0.057,0.0,-0.119,-0.033,-0.117,-0.118,0.0,0.0,0.1,0.0
2.179,0.0,0.0,0.369,0.501,-0.12,0.004,0.041,-0.332,-0.122,-0.033,-0.117,-0.12,0.0,0.0,0.1,0.0
2.23,0.0,0.0,0.374,0.482,-0.12,0.004,0.041,0.0,-0.121,-0.033,-0.118,-0.122,0.0,0.0,0.1,0.0
2.286,0.0,0.0,0.375,0.476,-0.119,-0.001,-0.009,-0.991,-0.12,-0.033,-0.122,-0.12,0.0,0.0,0.1,0.0
2.34,0.0,0.0,0.378,0.462,-0.119,-0.001,-0.009,0.0,-0.121,-0.034,-0.127,-0.119,0.0,0.0,0.1,0.0
2.379,0.0,0.0,0.385,0.431,-0.12,0.006,0.058,1.343,-0.121,-0.037,-0.135,-0.13,0.0,0.0,0.1,0.0
2.488,0.0,0.0,0.404,0.363,-0.12,0.006,0.058,0.0,-0.121,-0.04,-0.146,-0.142,0.0,0.0,0.1,0.0
2.51,0.0,0.0,0.426,0.363,-0.119,-0.001,-0.009,-1.343,-0.12,-0.041,-0.158,-0.146,0.0,0.0,0.1,0.0
2.536,0.0,0.0,0.444,0.363,-0.119,-0.001,-0.009,0.0,-0.121,-0.045,-0.174,-0.154,0.0,0.0,0.1,0.0
2.582,0.0,0.0,0.472,0.363,-0.119,0.009,0.092,2.026,-0.121,-0.053,-0.205,-0.186,0.0,0.0,0.1,0.0
2.638,0.0,0.0,0.535,0.363,-0.119,0.009,0.092,0.0,-0.121,-0.065,-0.249,-0.229,0.0,0.0,0.1,0.0
2.683,0.0,0.0,0.624,0.363,-0.119,0.003,0.027,-1.312,-0.122,-0.079,-0.306,-0.272,0.0,0.0,0.1,0.0
2.742,0.0,0.0,0.73,0.363,-0.119,0.003,0.027,0.0,-0.123,-0.1,-0.396,-0.342,0.0,0.0,0.1,0.0
2.782,0.0,0.0,0.899,0.363,-0.119,0.003,0.027,0.0,-0.124,-0.14,-0.562,-0.471,0.0,0.0,0.1,0.0
2.841,0.0,0.0,1.212,0.363,-0.119,0.003,0.027,0.0,-0.128,-0.235,-0.961,-0.784,0.0,0.0,0.1,0.0
2.882,0.0,0.0,1.963,0.363,-0.117,-0.0,-0.004,-0.624,-0.144,-0.735,-3.059,-2.429,0.0,0.0,0.1,0.0
2.942,0.0,0.0,5.914,0.363,-0.117,-0.0,-0.004,0.0,-0.096,0.598,2.515,1.96,0.0,0.0,0.1,0.0
2.982,0.0,0.0,-4.601,0.363,-0.12,0.002,0.023,0.543,-0.113,0.214,0.911,0.696,0.0,0.0,0.1,0.0
3.03,0.0,0.0,-1.57,0.363,-0.12,0.002,0.023,0.0,-0.115,0.132,0.566,0.426,0.0,0.0,0.1,0.0
3.079,0.0,0.0,-0.922,0.363,-0.119,0.001,0.013,-0.185,-0.115,0.096,0.414,0.308,0.0,0.0,0.1,0.0
3.13,0.0,0.0,-0.638,0.363,-0.119,0.001,0.013,0.0,-0.116,0.076,0.331,0.243,0.0,0.0,0.1,0.0
3.179,0.0,0.0,-0.48,0.363,-0.12,-0.0,-0.004,-0.358,-0.119,0.063,0.275,0.201,0.0,0.0,0.1,0.0
3.228,0.0,0.0,-0.374,0.479,-0.12,-0.0,-0.004,0.0,-0.118,0.055,0.237,0.174,0.0,0.0,0.1,0.0
3.281,0.0,0.0,-0.305,0.788,-0.117,0.003,0.031,0.714,-0.114,0.05,0.215,0.158,0.0,0.0,0.1,0.0
3.328,0.0,0.0,-0.27,0.945,-0.117,0.003,0.031,0.0,-0.116,0.045,0.199,0.143,0.0,0.0,0.1,0.0
3.379,0.0,0.0,-0.237,1.097,-0.119,-0.006,-0.059,-1.81,-0.118,0.041,0.178,0.134,0.0,0.0,0.1,0.0
3.442,0.0,0.0,-0.199,1.267,-0.119,-0.006,-0.059,0.0,-0.117,0.039,0.162,0.129,0.0,0.0,0.1,0.0
3.483,0.0,0.0,-0.176,1.372,-0.12,0.001,0.014,1.457,-0.12,0.037,0.156,0.121,0.0,0.0,0.1,0.0
3.529,0.0,0.0,-0.159,1.448,-0.12,0.001,0.014,0.0,-0.119,0.036,0.152,0.117,0.0,0.0,0.1,0.0
3.58,0.0,0.0,-0.152,1.479,-0.12,-0.006,-0.056,-1.388,-0.119,0.036,0.146,0.119,0.0,0.0,0.1,0.0
3.644,0.0,0.0,-0.145,1.512,-0.12,-0.006,-0.056,0.0,-0.119,0.036,0.142,0.122,0.0,0.0,0.1,0.0
3.683,0.0,0.0,-0.142,1.523,-0.116,-0.006,-0.057,-0.032,-0.113,0.038,0.142,0.131,0.0,0.0,0.1,0.0
3.729,0.0,0.0,-0.154,1.469,-0.116,-0.006,-0.057,0.0,-0.115,0.038,0.143,0.135,0.0,0.0,0.1,0.0
3.78,0.0,0.0,-0.156,1.461,-0.116,0.003,0.027,1.683,-0.114,0.039,0.148,0.133,0.0,0.0,0.1,0.0
3.828,0.0,0.0,-0.163,1.427,-0.116,0.003,0.027,0.0,-0.114,0.039,0.155,0.133,0.0,0.0,0.1,0.0
3.88,0.0,0.0,-0.171,1.394,-0.119,0.003,0.03,0.07,-0.119,0.039,0.162,0.131,0.0,0.0,0.1,0.0
3.93,0.0,0.0,-0.173,1.382,-0.119,0.003,0.03,0.0,-0.117,0.041,0.173,0.136,0.0,0.0,0.1,0.0
3.979,0.0,0.0,-0.193,1.292,-0.121,0.0,0.005,-0.514,-0.12,0.044,0.187,0.145,0.0,0.0,0.1,0.0
4.029,0.0,0.0,-0.216,1.192,-0.121,0.0,0.005,0.0,-0.119,0.049,0.207,0.16,0.0,0.0,0.1,0.0
4.08,0.0,0.0,-0.255,1.017,-0.118,0.003,0.027,0.444,-0.115,0.055,0.233,0.18,0.0,0.0,0.1,0.0
4.128,0.0,0.0,-0.308,0.778,-0.118,0.003,0.027,0.0,-0.116,0.063,0.268,0.205,0.0,0.0,0.1,0.0
4.179,0.0,0.0,-0.371,0.493,-0.12,-0.001,-0.009,-0.714,-0.117,0.078,0.329,0.253,0.0,0.0,0.1,0.0
4.238,0.0,0.0,-0.483,0.363,-0.12,-0.001,-0.009,0.0,-0.116,0.103,0.433,0.337,0.0,0.0,0.1,0.0
4.279,0.0,0.0,-0.682,0.363,-0.116,0.007,0.07,1.578,-0.109,0.144,0.609,0.47,0.0,0.0,0.1,0.0
4.33,0.0,0.0,-1.015,0.363,-0.116,0.007,0.07,0.0,-0.107,0.261,1.105,0.852,0.0,0.0,0.1,0.0
4.379,0.0,0.0,-1.943,0.363,-0.119,0.003,0.027,-0.855,0.022,3.866,16.199,12.71,0.0,0.0,0.1,0.0
4.439,0.0,0.0,-30.399,0.363,-0.119,0.003,0.027,0.0,-0.129,-0.293,-1.21,-0.97,0.0,0.0,0.1,0.0
4.482,0.0,0.0,2.426,0.363,-0.118,-0.0,-0.004,-0.633,-0.123,-0.144,-0.59,-0.479,0.0,0.0,0.1,0.0
4.541,0.0,0.0,1.254,0.363,-0.118,-0.0,-0.004,0.0,-0.122,-0.096,-0.394,-0.323,0.0,0.0,0.1,0.0
4.581,0.0,0.0,0.884,0.363,-0.119,0.001,0.014,0.361,-0.123,-0.073,-0.294,-0.245,0.0,0.0,0.1,0.0
4.642,0.0,0.0,0.697,0.363,-0.119,0.001,0.014,0.0,-0.121,-0.059,-0.236,-0.198,0.0,0.0,0.1,0.0
4.736,0.0,0.0,0.586,0.363,-0.116,0.003,0.027,0.263,-0.116,-0.049,-0.197,-0.166,0.0,0.0,0.1,0.0
4.777,0.0,0.0,0.504,0.363,-0.119,0.007,0.071,0.888,-0.122,-0.043,-0.161,-0.148,0.0,0.0,0.1,0.0
4.812,0.0,0.0,0.453,0.363,-0.119,0.007,0.071,0.0,-0.12,-0.037,-0.136,-0.132,0.0,0.0,0.1,0.0
4.843,0.0,0.0,0.405,0.363,-0.119,0.007,0.071,0.0,-0.12,-0.034,-0.118,-0.123,0.0,0.0,0.1,0.0
4.883,0.0,0.0,0.375,0.474,-0.118,-0.0,-0.004,-1.512,-0.118,-0.031,-0.112,-0.113,0.0,0.0,0.1,0.0
4.932,0.0,0.0,0.358,0.553,-0.118,-0.0,-0.004,0.0,-0.119,-0.029,-0.108,-0.106,0.0,0.0,0.1,0.0
4.987,0.0,0.0,0.348,0.596,-0.117,0.001,0.013,0.358,-0.118,-0.028,-0.103,-0.1,0.0,0.0,0.1,0.0
5.03,0.0,0.0,0.337,0.645,-0.117,0.001,0.013,0.0,-0.118,-0.027,-0.101,-0.097,0.0,0.0,0.1,0.0
5.081,0.0,0.0,0.332,0.669,-0.118,-0.0,-0.004,-0.358,-0.119,-0.027,-0.1,-0.094,0.0,0.0,0.1,0.0
5.152,0.0,0.0,0.331,0.674,-0.118,-0.0,-0.004,0.0,-0.119,-0.026,-0.101,-0.092,0.0,0.0,0.1,0.0
5.193,0.0,0.0,0.329,0.682,-0.12,0.01,0.099,2.079,-0.122,-0.028,-0.1,-0.102,0.0,0.0,0.1,0.0
5.247,0.0,0.0,0.338,0.642,-0.12,0.01,0.099,0.0,-0.121,-0.03,-0.101,-0.111,0.0,0.0,0.1,0.0
5.284,0.0,0.0,0.344,0.614,-0.118,-0.0,-0.004,-2.079,-0.118,-0.029,-0.105,-0.108,0.0,0.0,0.1,0.0
5.362,0.0,0.0,0.345,0.612,-0.118,-0.0,-0.004,0.0,-0.119,-0.03,-0.111,-0.109,0.0,0.0,0.1,0.0
5.391,0.0,0.0,0.354,0.569,-0.12,0.001,0.014,0.361,-0.122,-0.032,-0.119,-0.115,0.0,0.0,0.1,0.0
5.451,0.0,0.0,0.372,0.489,-0.12,0.001,0.014,0.0,-0.121,-0.034,-0.129,-0.121,0.0,0.0,0.1,0.0
5.481,0.0,0.0,0.389,0.413,-0.117,0.003,0.027,0.263,-0.117,-0.037,-0.143,-0.13,0.0,0.0,0.1,0.0
5.541,0.0,0.0,0.409,0.363,-0.117,0.003,0.027,0.0,-0.119,-0.042,-0.163,-0.147,0.0,0.0,0.1,0.0
5.582,0.0,0.0,0.45,0.363,-0.117,0.001,0.014,-0.263,-0.119,-0.048,-0.19,-0.167,0.0,0.0,0.1,0.0
5.628,0.0,0.0,0.5,0.363,-0.117,0.001,0.014,0.0,-0.119,-0.057,-0.228,-0.196,0.0,0.0,0.1,0.0
5.681,0.0,0.0,0.572,0.363,-0.119,0.003,0.027,0.273,-0.122,-0.073,-0.293,-0.249,0.0,0.0,0.1,0.0
5.734,0.0,0.0,0.697,0.363,-0.119,0.003,0.027,0.0,-0.122,-0.1,-0.407,-0.338,0.0,0.0,0.1,0.0
5.781,0.0,0.0,0.911,0.363,-0.117,0.003,0.031,0.08,-0.122,-0.16,-0.658,-0.535,0.0,0.0,0.1,0.0
5.833,0.0,0.0,1.382,0.363,-0.117,0.003,0.031,0.0,-0.131,-0.399,-1.656,-1.321,0.0,0.0,0.1,0.0
5.882,0.0,0.0,3.266,0.363,-0.117,0.0,0.004,-0.534,-0.085,0.868,3.648,2.85,0.0,0.0,0.1,0.0
5.938,0.0,0.0,-6.739,0.363,-0.117,0.0,0.004,0.0,-0.109,0.206,0.875,0.672,0.0,0.0,0.1,0.0
5.981,0.0,0.0,-1.51,0.363,-0.117,0.0,-0.0,-0.09,-0.113,0.117,0.499,0.379,0.0,0.0,0.1,0.0
6.03,0.0,0.0,-0.803,0.363,-0.117,0.0,-0.0,0.0,-0.114,0.082,0.352,0.265,0.0,0.0,0.1,0.0
6.083,0.0,0.0,-0.526,0.363,-0.116,0.001,0.013,0.268,-0.114,0.064,0.277,0.207,0.0,0.0,0.1,0.0
6.141,0.0,0.0,-0.386,0.426,-0.116,0.001,0.013,0.0,-0.115,0.053,0.231,0.171,0.0,0.0,0.1,0.0
6.182,0.0,0.0,-0.3,0.814,-0.119,0.006,0.064,1.007,-0.119,0.047,0.21,0.146,0.0,0.0,0.1,0.0
6.239,0.0,0.0,-0.249,1.041,-0.119,0.006,0.064,0.0,-0.117,0.042,0.195,0.13,0.0,0.0,0.1,0.0
6.282,0.0,0.0,-0.22,1.173,-0.118,-0.003,-0.032,-1.908,-0.117,0.038,0.172,0.119,0.0,0.0,0.1,0.0
6.342,0.0,0.0,-0.182,1.342,-0.118,-0.003,-0.032,0.0,-0.117,0.035,0.154,0.111,0.0,0.0,0.1,0.0
6.382,0.0,0.0,-0.153,1.472,-0.12,-0.0,-0.004,0.543,-0.12,0.033,0.144,0.104,0.0,0.0,0.1,0.0
6.429,0.0,0.0,-0.131,1.572,-0.12,-0.0,-0.004,0.0,-0.119,0.031,0.137,0.1,0.0,0.0,0.1,0.0
6.499,0.0,0.0,-0.12,1.623,-0.117,0.004,0.045,0.983,-0.115,0.031,0.135,0.097,0.0,0.0,0.1,0.0
6.539,0.0,0.0,-0.12,1.624,-0.117,0.004,0.045,0.0,-0.117,0.03,0.134,0.092,0.0,0.0,0.1,0.0
6.581,0.0,0.0,-0.113,1.654,-0.12,0.003,0.027,-0.349,-0.119,0.029,0.133,0.088,0.0,0.0,0.1,0.0
6.641,0.0,0.0,-0.106,1.686,-0.12,0.003,0.027,0.0,-0.118,0.029,0.133,0.088,0.0,0.0,0.1,0.0
6.682,0.0,0.0,-0.107,1.678,-0.117,0.003,0.027,0.0,-0.116,0.03,0.135,0.09,0.0,0.0,0.1,0.0
6.729,0.0,0.0,-0.115,1.647,-0.117,0.003,0.027,0.0,-0.117,0.03,0.138,0.091,0.0,0.0,0.1,0.0
6.78,0.0,0.0,-0.117,1.635,-0.12,0.0,-0.0,-0.543,-0.119,0.031,0.141,0.095,0.0,0.0,0.1,0.0
6.839,0.0,0.0,-0.122,1.615,-0.12,0.0,-0.0,0.0,-0.118,0.033,0.148,0.102,0.0,0.0,0.1,0.0
6.881,0.0,0.0,-0.137,1.546,-0.121,0.0,0.005,0.09,-0.121,0.035,0.156,0.109,0.0,0.0,0.1,0.0
6.93,0.0,0.0,-0.149,1.491,-0.121,0.0,0.005,0.0,-0.12,0.038,0.168,0.12,0.0,0.0,0.1,0.0
6.981,0.0,0.0,-0.175,1.376,-0.118,0.003,0.031,0.534,-0.115,0.042,0.184,0.133,0.0,0.0,0.1,0.0
7.036,0.0,0.0,-0.209,1.222,-0.118,0.003,0.031,0.0,-0.117,0.046,0.203,0.146,0.0,0.0,0.1,0.0
7.081,0.0,0.0,-0.242,1.072,-0.119,0.001,0.013,-0.355,-0.117,0.053,0.234,0.17,0.0,0.0,0.1,0.0
7.139,0.0,0.0,-0.3,0.813,-0.119,0.001,0.013,0.0,-0.116,0.065,0.28,0.207,0.0,0.0,0.1,0.0
7.181,0.0,0.0,-0.387,0.42,-0.118,-0.0,-0.004,-0.358,-0.115,0.084,0.36,0.273,0.0,0.0,0.1,0.0
7.238,0.0,0.0,-0.542,0.363,-0.118,-0.0,-0.004,0.0,-0.114,0.121,0.513,0.394,0.0,0.0,0.1,0.0
7.281,0.0,0.0,-0.83,0.363,-0.119,-0.0,-0.004,0.0,-0.111,0.214,0.902,0.702,0.0,0.0,0.1,0.0
7.339,0.0,0.0,-1.564,0.363,-0.119,-0.0,-0.004,0.0,-0.085,0.926,3.879,3.043,0.0,0.0,0.1,0.0
7.38,0.0,0.0,-7.18,0.363,-0.119,0.007,0.066,1.41,-0.133,-0.382,-1.592,-1.263,0.0,0.0,0.1,0.0
7.44,0.0,0.0,3.142,0.363,-0.119,0.007,0.066,0.0,-0.124,-0.15,-0.615,-0.502,0.0,0.0,0.1,0.0
7.481,0.0,0.0,1.305,0.363,-0.119,0.0,-0.0,-1.32,-0.122,-0.096,-0.391,-0.323,0.0,0.0,0.1,0.0
7.54,0.0,0.0,0.88,0.363,-0.119,0.0,-0.0,0.0,-0.121,-0.072,-0.29,-0.241,0.0,0.0,0.1,0.0
7.58,0.0,0.0,0.687,0.363,-0.12,0.006,0.057,1.143,-0.123,-0.056,-0.218,-0.191,0.0,0.0,0.1,0.0
7.641,0.0,0.0,0.559,0.363,-0.12,0.006,0.057,0.0,-0.122,-0.046,-0.173,-0.159,0.0,0.0,0.1,0.0
7.681,0.0,0.0,0.476,0.363,-0.116,0.004,0.04,-0.346,-0.116,-0.038,-0.146,-0.136,0.0,0.0,0.1,0.0
7.74,0.0,0.0,0.416,0.363,-0.116,0.004,0.04,0.0,-0.118,-0.034,-0.126,-0.123,0.0,0.0,0.1,0.0
7.781,0.0,0.0,0.383,0.44,-0.119,-0.0,-0.004,-0.887,-0.12,-0.032,-0.117,-0.113,0.0,0.0,0.1,0.0
7.842,0.0,0.0,0.367,0.512,-0.119,-0.0,-0.004,0.0,-0.119,-0.029,-0.11,-0.104,0.0,0.0,0.1,0.0
7.88,0.0,0.0,0.35,0.586,-0.118,0.004,0.036,0.812,-0.119,-0.028,-0.101,-0.099,0.0,0.0,0.1,0.0
7.93,0.0,0.0,0.335,0.656,-0.118,0.004,0.036,0.0,-0.119,-0.026,-0.095,-0.095,0.0,0.0,0.1,0.0
7.982,0.0,0.0,0.324,0.703,-0.12,0.006,0.063,0.531,-0.121,-0.026,-0.089,-0.096,0.0,0.0,0.1,0.0
8.041,0.0,0.0,0.32,0.722,-0.12,0.006,0.063,0.0,-0.121,-0.026,-0.086,-0.097,0.0,0.0,0.1,0.0
8.081,0.0,0.0,0.314,0.75,-0.121,-0.001,-0.009,-1.433,-0.122,-0.025,-0.087,-0.093,0.0,0.0,0.1,0.0
8.171,0.0,0.0,0.315,0.745,-0.118,-0.006,-0.057,-0.967,-0.117,-0.023,-0.09,-0.082,0.0,0.0,0.1,0.0
8.193,0.0,0.0,0.305,0.788,-0.118,-0.006,-0.057,0.0,-0.119,-0.023,-0.093,-0.077,0.0,0.0,0.1,0.0
8.277,0.0,0.0,0.309,0.773,-0.118,-0.006,-0.057,0.0,-0.118,-0.022,-0.096,-0.072,0.0,0.0,0.1,0.0
8.302,0.0,0.0,0.309,0.774,-0.121,-0.003,-0.032,0.514,-0.123,-0.023,-0.1,-0.075,0.0,0.0,0.1,0.0
8.351,0.0,0.0,0.322,0.714,-0.121,-0.003,-0.032,0.0,-0.121,-0.023,-0.105,-0.074,0.0,0.0,0.1,0.0
8.417,0.0,0.0,0.325,0.699,-0.116,0.003,0.027,1.167,-0.115,-0.025,-0.111,-0.08,0.0,0.0,0.1,0.0
8.467,0.0,0.0,0.331,0.675,-0.116,0.003,0.027,0.0,-0.117,-0.029,-0.123,-0.094,0.0,0.0,0.1,0.0
8.49,0.0,0.0,0.359,0.546,-0.117,0.001,0.013,-0.265,-0.119,-0.033,-0.138,-0.109,0.0,0.0,0.1,0.0
8.561,0.0,0.0,0.392,0.4,-0.117,0.001,0.013,0.0,-0.119,-0.038,-0.159,-0.126,0.0,0.0,0.1,0.0
8.593,0.0,0.0,0.431,0.363,-0.118,-0.001,-0.014,-0.54,-0.12,-0.044,-0.186,-0.146,0.0,0.0,0.1,0.0
8.695,0.0,0.0,0.482,0.363,-0.116,0.003,0.027,0.805,-0.117,-0.056,-0.233,-0.185,0.0,0.0,0.1,0.0
8.76,0.0,0.0,0.568,0.363,-0.116,0.003,0.027,0.0,-0.119,-0.077,-0.318,-0.255,-2.654,-0.0,0.1,0.0
8.848,0.0,0.0,0.731,0.363,-0.117,0.003,0.027,0.009,-0.122,-0.119,-0.493,-0.396,-2.647,-0.0,0.1,0.0
8.884,0.0,0.0,1.065,0.363,-0.119,0.005,0.049,0.427,-0.129,-0.261,-1.079,-0.862,-2.671,-0.0,0.1,0.0
8.923,0.0,0.0,2.177,0.363,-0.119,0.005,0.049,0.0,-0.006,3.082,12.917,10.133,-2.682,-0.0,0.1,0.0
9.038,0.0,0.0,-24.213,0.363,-0.119,0.005,0.049,0.0,-0.111,0.237,1.01,0.773,-2.676,-0.0,0.1,0.0
9.075,0.0,0.0,-1.758,0.363,-0.121,-0.0,-0.004,-1.061,-0.117,0.122,0.526,0.394,-2.679,-0.0,0.1,0.0
9.128,0.0,0.0,-0.843,0.363,-0.118,-0.0,-0.004,0.0,-0.114,0.083,0.354,0.265,-2.687,-0.0,0.1,0.0
9.158,0.0,0.0,-0.53,0.363,-0.118,-0.0,-0.004,0.0,-0.116,0.062,0.27,0.2,-2.672,-0.0,0.1,0.0
9.191,0.0,0.0,-0.369,0.501,-0.12,0.003,0.027,0.627,-0.119,0.051,0.226,0.163,-2.688,-0.0,0.1,0.0
9.257,0.0,0.0,-0.283,0.891,-0.12,0.003,0.027,0.0,-0.118,0.044,0.197,0.14,-2.669,-0.0,0.1,0.0
9.332,0.0,0.0,-0.229,1.133,-0.118,0.004,0.041,0.278,-0.117,0.04,0.179,0.124,-2.679,-0.0,0.1,0.0
9.404,0.0,0.0,-0.196,1.279,-0.116,0.006,0.061,0.414,-0.114,0.037,0.169,0.113,-2.677,-0.0,0.1,0.0
9.449,0.0,0.0,-0.178,1.363,-0.116,0.006,0.061,0.0,-0.115,0.034,0.162,0.103,-2.691,-0.0,0.1,0.0
9.5,0.0,0.0,-0.16,1.443,-0.118,0.007,0.066,0.085,-0.118,0.032,0.157,0.094,-2.676,-0.0,0.1,0.0
9.521,0.0,0.0,-0.144,1.513,-0.118,0.007,0.066,0.0,-0.117,0.031,0.154,0.088,-2.687,-0.0,0.1,0.0
9.564,0.0,0.0,-0.137,1.548,-0.12,-0.0,-0.004,-1.404,-0.12,0.029,0.146,0.085,-2.671,-0.0,0.1,0.0
9.612,0.0,0.0,-0.12,1.621,-0.12,-0.0,-0.004,0.0,-0.119,0.029,0.141,0.086,-2.699,-0.0,0.1,0.0
9.646,0.0,0.0,-0.116,1.641,-0.12,-0.0,-0.004,0.0,-0.119,0.029,0.137,0.087,-2.679,-0.0,0.1,0.0
9.727,0.0,0.0,-0.112,1.66,-0.118,0.003,0.027,0.624,-0.117,0.03,0.137,0.089,-2.691,-0.0,0.1,0.0
9.794,0.0,0.0,-0.116,1.641,-0.117,-0.0,-0.004,-0.624,-0.116,0.03,0.138,0.093,-2.676,-0.0,0.1,0.0
9.826,0.0,0.0,-0.12,1.621,-0.117,-0.0,-0.004,0.0,-0.116,0.031,0.14,0.097,-2.712,-0.0,0.1,0.0
9.886,0.0,0.0,-0.125,1.599,-0.12,-0.0,-0.004,0.0,-0.12,0.032,0.143,0.1,-2.701,-0.0,0.1,0.0
9.987,0.0,0.0,-0.127,1.591,-0.117,0.003,0.027,0.624,-0.114,0.034,0.15,0.107,-2.695,-0.0,0.1,0.0
