time,joy_delta,joy_speed,lqg_delta,d_ff,lqg_speed,lqg_e_cg,lqg_e_cg_dot,lqg_theta_e,lqg_theta_e_dot,future_curvature,lqg_e_cg_hat,lqg_e_cg_dot_hat,lqg_theta_e_hat,lqg_theta_e_dot_hat,yaw,yaw_rate,vx,vy
0.276,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.32,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.355,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.405,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.46,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.502,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.549,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.599,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.652,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.7,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.748,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.794,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.845,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.905,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.946,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.995,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.042,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.097,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.157,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.195,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.258,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.304,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.359,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.406,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.445,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.493,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.547,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.595,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.648,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.694,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.747,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.8,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.875,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.922,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1.95,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2.057,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2.11,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2.149,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2.204,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2.253,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2.294,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2.344,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2.411,0.0,0.0,0.0,0.0,3.0,0.122,-0.003,-0.035,-0.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2.467,0.0,0.0,0.0,0.0,3.0,0.119,-0.003,-0.028,0.138,0.0,0.058,0.035,0.003,0.01,0.0,0.0,0.1,0.0
2.507,0.0,0.0,-0.122,0.0,3.0,0.114,-0.003,-0.028,0.005,0.0,0.089,0.035,-0.002,-0.129,0.0,0.0,0.1,0.0
2.559,0.0,0.0,0.013,0.0,3.0,0.107,-0.002,-0.018,0.188,0.0,0.103,0.036,-0.012,-0.079,0.0,0.0,0.1,0.0
2.599,0.0,0.0,-0.015,0.0,3.0,0.104,-0.002,-0.017,0.017,0.0,0.108,0.027,-0.02,-0.077,0.0,0.0,0.1,0.0
2.666,0.0,0.0,0.018,0.0,3.0,0.096,-0.001,-0.007,0.214,0.0,0.108,0.02,-0.025,-0.026,0.0,0.0,0.1,0.0
2.694,0.0,0.0,-0.009,0.0,3.0,0.096,-0.001,-0.008,-0.026,0.0,0.103,0.009,-0.027,-0.024,0.0,0.0,0.1,0.0
2.762,0.0,0.0,0.012,0.0,3.0,0.083,-0.003,-0.032,-0.48,0.0,0.1,0.004,-0.027,0.009,0.0,0.0,0.1,0.0
2.801,0.0,0.0,-0.013,0.0,3.0,0.069,-0.003,-0.028,0.086,0.0,0.092,-0.012,-0.028,-0.004,0.0,0.0,0.1,0.0
2.86,0.0,0.0,0.029,0.0,3.0,0.05,-0.0,-0.004,0.473,0.0,0.08,-0.022,-0.027,0.045,0.0,0.0,0.1,0.0
2.918,0.0,0.0,-0.004,0.0,3.0,0.047,-0.001,-0.005,-0.03,0.0,0.064,-0.033,-0.023,0.034,0.0,0.0,0.1,0.0
2.961,0.0,0.0,0.02,0.0,3.0,0.017,-0.003,-0.025,-0.395,0.0,0.054,-0.035,-0.018,0.06,0.0,0.0,0.1,0.0
3.006,0.0,0.0,-0.012,0.0,3.0,-0.001,0.0,0.004,0.586,0.0,0.033,-0.051,-0.015,0.029,0.0,0.0,0.1,0.0
3.053,0.0,0.0,0.05,0.0,3.0,-0.002,-0.001,-0.009,-0.265,0.0,0.013,-0.052,-0.009,0.092,0.0,0.0,0.1,0.0
3.117,0.0,0.0,-0.018,0.0,3.0,-0.039,-0.004,-0.035,-0.519,0.0,0.002,-0.056,-0.003,0.043,0.0,0.0,0.1,0.0
3.158,0.0,0.0,0.026,0.0,3.0,-0.047,-0.001,-0.007,0.556,0.0,-0.022,-0.066,-0.001,0.063,0.0,0.0,0.1,0.0
3.211,0.0,0.0,0.035,0.0,3.0,-0.054,0.002,0.021,0.558,0.0,-0.039,-0.065,0.005,0.091,0.0,0.0,0.1,0.0
3.252,0.0,0.0,-0.004,0.0,3.0,-0.07,-0.003,-0.028,-0.977,0.0,-0.05,-0.059,0.013,0.057,0.0,0.0,0.1,0.0
3.331,0.0,0.0,0.009,0.0,3.0,-0.089,-0.003,-0.034,-0.113,0.0,-0.064,-0.062,0.015,0.045,0.0,0.0,0.1,0.0
3.358,0.0,0.0,0.031,0.0,3.0,-0.101,-0.003,-0.033,0.025,0.0,-0.081,-0.064,0.017,0.065,0.0,0.0,0.1,0.0
3.4,0.0,0.0,0.022,0.0,3.0,-0.103,0.001,0.014,0.94,0.0,-0.095,-0.066,0.02,0.067,0.0,0.0,0.1,0.0
3.451,0.0,0.0,0.024,0.0,3.0,-0.122,-0.003,-0.032,-0.918,0.0,-0.103,-0.054,0.026,0.074,0.0,0.0,0.1,0.0
3.497,0.0,0.0,-0.012,0.0,3.0,-0.129,-0.002,-0.017,0.299,0.0,-0.117,-0.059,0.027,0.023,0.0,0.0,0.1,0.0
3.55,0.0,0.0,0.057,0.0,3.0,-0.14,-0.003,-0.033,-0.326,0.0,-0.127,-0.051,0.03,0.082,0.0,0.0,0.1,0.0
3.595,0.0,0.0,-0.014,0.0,3.0,-0.152,-0.004,-0.036,-0.068,0.0,-0.137,-0.054,0.031,0.026,0.0,0.0,0.1,0.0
3.65,0.0,0.0,0.054,0.0,3.0,-0.162,-0.002,-0.024,0.239,0.0,-0.148,-0.05,0.032,0.078,0.0,0.0,0.1,0.0
3.696,0.0,0.0,0.002,0.0,3.0,-0.17,-0.0,-0.002,0.443,0.0,-0.159,-0.051,0.035,0.045,0.0,0.0,0.1,0.0
3.756,0.0,0.0,0.039,0.0,3.0,-0.176,-0.003,-0.032,-0.604,0.0,-0.168,-0.042,0.038,0.072,0.0,0.0,0.1,0.0
3.808,0.0,0.0,-0.004,0.0,3.0,-0.189,-0.003,-0.027,0.099,0.0,-0.175,-0.043,0.039,0.031,0.0,0.0,0.1,0.0
3.852,0.0,0.0,0.044,0.0,3.0,-0.195,-0.002,-0.023,0.083,0.0,-0.184,-0.038,0.04,0.067,0.0,0.0,0.1,0.0
3.91,0.0,0.0,0.008,0.0,3.0,-0.202,-0.004,-0.041,-0.351,0.0,-0.192,-0.037,0.042,0.045,0.0,0.0,0.1,0.0
3.96,0.0,0.0,0.032,0.0,3.0,-0.206,-0.004,-0.04,0.009,0.0,-0.2,-0.036,0.042,0.06,0.0,0.0,0.1,0.0
3.997,0.0,0.0,0.02,0.0,3.0,-0.21,-0.003,-0.035,0.109,0.0,-0.205,-0.034,0.043,0.055,0.0,0.0,0.1,0.0
4.058,0.0,0.0,0.026,0.0,3.0,-0.212,-0.004,-0.035,-0.008,0.0,-0.21,-0.031,0.045,0.059,0.0,0.0,0.1,0.0
4.11,0.0,0.0,0.017,0.0,3.0,-0.213,-0.002,-0.025,0.208,0.0,-0.213,-0.028,0.046,0.05,0.0,0.0,0.1,0.0
4.153,0.0,0.0,0.023,0.0,3.0,-0.211,-0.002,-0.025,0.001,0.0,-0.215,-0.022,0.047,0.052,0.0,0.0,0.1,0.0
4.196,0.0,0.0,0.011,0.0,3.0,-0.209,-0.004,-0.041,-0.319,0.0,-0.215,-0.017,0.048,0.037,0.0,0.0,0.1,0.0
4.248,0.0,0.0,0.018,0.0,3.0,-0.204,-0.003,-0.033,0.152,0.0,-0.213,-0.014,0.047,0.035,0.0,0.0,0.1,0.0
4.311,0.0,0.0,0.018,0.0,3.0,-0.204,-0.005,-0.047,-0.267,0.0,-0.21,-0.008,0.047,0.035,0.0,0.0,0.1,0.0
4.358,0.0,0.0,0.01,0.0,3.0,-0.202,-0.005,-0.052,-0.103,0.0,-0.208,-0.008,0.045,0.023,0.0,0.0,0.1,0.0
4.401,0.0,0.0,0.028,0.0,3.0,-0.198,-0.004,-0.042,0.205,0.0,-0.206,-0.007,0.043,0.039,0.0,0.0,0.1,0.0
4.461,0.0,0.0,0.014,0.0,3.0,-0.193,-0.005,-0.053,-0.238,0.0,-0.203,-0.005,0.042,0.034,0.0,0.0,0.1,0.0
4.516,0.0,0.0,0.016,0.0,3.0,-0.179,-0.005,-0.045,0.162,0.0,-0.199,-0.004,0.041,0.034,0.0,0.0,0.1,0.0
4.549,0.0,0.0,0.017,0.0,3.0,-0.179,-0.005,-0.049,-0.067,0.0,-0.19,0.001,0.041,0.035,0.0,0.0,0.1,0.0
4.592,0.0,0.0,0.001,0.0,3.0,-0.175,-0.005,-0.046,0.056,0.0,-0.185,0.0,0.039,0.014,0.0,0.0,0.1,0.0
4.642,0.0,0.0,0.027,0.0,3.0,-0.161,-0.007,-0.068,-0.44,0.0,-0.18,0.003,0.037,0.035,0.0,0.0,0.1,0.0
4.701,0.0,0.0,0.004,0.0,3.0,-0.152,-0.004,-0.039,0.582,0.0,-0.171,0.001,0.035,0.019,0.0,0.0,0.1,0.0
4.755,0.0,0.0,0.022,0.0,3.0,-0.139,-0.005,-0.05,-0.232,0.0,-0.162,0.007,0.034,0.034,0.0,0.0,0.1,0.0
4.822,0.0,0.0,-0.008,0.0,3.0,-0.122,-0.004,-0.04,0.199,0.0,-0.151,0.007,0.033,0.004,0.0,0.0,0.1,0.0
4.861,0.0,0.0,0.019,0.0,3.0,-0.112,-0.005,-0.047,-0.134,0.0,-0.137,0.014,0.031,0.02,0.0,0.0,0.1,0.0
4.911,0.0,0.0,-0.015,0.0,3.0,-0.097,-0.006,-0.059,-0.245,0.0,-0.124,0.014,0.028,-0.015,0.0,0.0,0.1,0.0
4.959,0.0,0.0,0.02,0.0,3.0,-0.079,-0.005,-0.053,0.133,0.0,-0.11,0.017,0.024,0.009,0.0,0.0,0.1,0.0
5.008,0.0,0.0,-0.007,0.0,3.0,-0.072,-0.003,-0.028,0.494,0.0,-0.095,0.018,0.021,-0.01,0.0,0.0,0.1,0.0
5.057,0.0,0.0,0.006,0.0,3.0,-0.056,-0.006,-0.057,-0.581,0.0,-0.083,0.021,0.019,-0.004,0.0,0.0,0.1,0.0
5.103,0.0,0.0,-0.007,0.0,3.0,-0.041,-0.005,-0.053,0.087,0.0,-0.069,0.019,0.015,-0.017,0.0,0.0,0.1,0.0
5.164,0.0,0.0,0.011,0.0,3.0,-0.023,-0.004,-0.037,0.316,0.0,-0.054,0.02,0.012,-0.001,0.0,0.0,0.1,0.0
5.206,0.0,0.0,-0.01,0.0,3.0,-0.008,-0.006,-0.063,-0.518,0.0,-0.038,0.022,0.009,-0.015,0.0,0.0,0.1,0.0
5.264,0.0,0.0,-0.005,0.0,3.0,0.01,-0.005,-0.054,0.175,0.0,-0.023,0.02,0.005,-0.02,0.0,0.0,0.1,0.0
5.313,0.0,0.0,0.003,0.0,3.0,0.027,-0.002,-0.018,0.715,0.0,-0.006,0.02,0.002,-0.01,0.0,0.0,0.1,0.0
5.352,0.0,0.0,-0.013,0.0,3.0,0.033,-0.004,-0.037,-0.378,0.0,0.011,0.025,0.0,-0.022,0.0,0.0,0.1,0.0
5.427,0.0,0.0,-0.017,0.0,3.0,0.061,-0.006,-0.055,-0.363,0.0,0.023,0.021,-0.004,-0.038,0.0,0.0,0.1,0.0
5.45,0.0,0.0,0.009,0.0,3.0,0.058,-0.005,-0.052,0.065,0.0,0.042,0.023,-0.007,-0.013,0.0,0.0,0.1,0.0
5.506,0.0,0.0,-0.026,0.0,3.0,0.072,-0.005,-0.047,0.098,0.0,0.051,0.013,-0.012,-0.043,0.0,0.0,0.1,0.0
5.567,0.0,0.0,0.024,0.0,3.0,0.092,-0.005,-0.048,-0.017,0.0,0.062,0.012,-0.015,0.007,0.0,0.0,0.1,0.0
5.603,0.0,0.0,-0.028,0.0,3.0,0.099,-0.005,-0.047,0.015,0.0,0.077,0.009,-0.016,-0.027,0.0,0.0,0.1,0.0
5.672,0.0,0.0,0.003,0.0,3.0,0.11,-0.004,-0.044,0.07,0.0,0.088,0.006,-0.019,-0.01,0.0,0.0,0.1,0.0
5.712,0.0,0.0,-0.014,0.0,3.0,0.135,-0.006,-0.058,-0.287,0.0,0.098,0.002,-0.021,-0.02,0.0,0.0,0.1,0.0
5.753,0.0,0.0,-0.003,0.0,3.0,0.143,-0.003,-0.034,0.484,0.0,0.115,0.002,-0.023,-0.011,0.0,0.0,0.1,0.0
5.796,0.0,0.0,-0.022,0.0,3.0,0.15,-0.004,-0.045,-0.219,0.0,0.128,0.001,-0.024,-0.031,0.0,0.0,0.1,0.0
5.843,0.0,0.0,-0.007,0.0,3.0,0.161,-0.007,-0.074,-0.591,0.0,0.138,-0.003,-0.027,-0.025,0.0,0.0,0.1,0.0
5.9,0.0,0.0,-0.007,0.0,3.0,0.17,-0.004,-0.043,0.633,0.0,0.148,-0.011,-0.031,-0.022,0.0,0.0,0.1,0.0
5.95,0.0,0.0,0.003,0.0,3.0,0.184,-0.004,-0.039,0.083,0.0,0.157,-0.013,-0.032,-0.003,0.0,0.0,0.1,0.0
6.012,0.0,0.0,-0.022,0.0,3.0,0.185,-0.005,-0.046,-0.147,0.0,0.169,-0.015,-0.033,-0.022,0.0,0.0,0.1,0.0
6.05,0.0,0.0,-0.009,0.0,3.0,0.195,-0.007,-0.07,-0.484,0.0,0.175,-0.02,-0.035,-0.021,0.0,0.0,0.1,0.0
6.102,0.0,0.0,-0.004,0.0,3.0,0.205,-0.004,-0.037,0.669,0.0,0.182,-0.026,-0.037,-0.012,0.0,0.0,0.1,0.0
6.155,0.0,0.0,-0.004,0.0,3.0,0.214,-0.003,-0.031,0.115,0.0,0.191,-0.026,-0.037,-0.003,0.0,0.0,0.1,0.0
6.2,0.0,0.0,-0.023,0.0,3.0,0.22,-0.003,-0.031,0.009,0.0,0.199,-0.027,-0.037,-0.024,0.0,0.0,0.1,0.0
6.242,0.0,0.0,-0.009,0.0,3.0,0.218,-0.004,-0.037,-0.121,0.0,0.207,-0.027,-0.038,-0.02,0.0,0.0,0.1,0.0
6.297,0.0,0.0,-0.017,0.0,3.0,0.223,-0.002,-0.023,0.269,0.0,0.21,-0.032,-0.04,-0.029,0.0,0.0,0.1,0.0
6.373,0.0,0.0,0.003,0.0,3.0,0.233,-0.002,-0.025,-0.031,0.0,0.214,-0.032,-0.04,-0.008,0.0,0.0,0.1,0.0
6.392,0.0,0.0,-0.023,0.0,3.0,0.234,-0.003,-0.03,-0.108,0.0,0.22,-0.033,-0.04,-0.027,0.0,0.0,0.1,0.0
6.483,0.0,0.0,-0.008,0.0,3.0,0.235,-0.002,-0.023,0.141,0.0,0.224,-0.034,-0.041,-0.021,0.0,0.0,0.1,0.0
6.5,0.0,0.0,-0.012,0.0,3.0,0.235,-0.002,-0.023,0.0,0.0,0.227,-0.036,-0.042,-0.022,0.0,0.0,0.1,0.0
6.544,0.0,0.0,-0.009,0.0,3.0,0.238,-0.003,-0.03,-0.14,0.0,0.228,-0.038,-0.043,-0.019,0.0,0.0,0.1,0.0
6.61,0.0,0.0,-0.009,0.0,3.0,0.236,-0.002,-0.019,0.23,0.0,0.229,-0.041,-0.043,-0.017,0.0,0.0,0.1,0.0
6.669,0.0,0.0,-0.008,0.0,3.0,0.232,-0.005,-0.046,-0.552,0.0,0.229,-0.043,-0.043,-0.013,0.0,0.0,0.1,0.0
6.706,0.0,0.0,-0.011,0.0,3.0,0.229,-0.004,-0.036,0.209,0.0,0.227,-0.05,-0.044,-0.016,0.0,0.0,0.1,0.0
6.75,0.0,0.0,0.008,0.0,3.0,0.229,-0.003,-0.029,0.127,0.0,0.224,-0.054,-0.044,0.009,0.0,0.0,0.1,0.0
6.803,0.0,0.0,-0.013,0.0,3.0,0.227,-0.003,-0.03,-0.019,0.0,0.222,-0.057,-0.043,-0.001,0.0,0.0,0.1,0.0
6.86,0.0,0.0,-0.003,0.0,3.0,0.224,-0.003,-0.027,0.057,0.0,0.22,-0.058,-0.041,0.004,0.0,0.0,0.1,0.0
6.893,0.0,0.0,-0.008,0.0,3.0,0.221,-0.003,-0.029,-0.025,0.0,0.217,-0.06,-0.04,0.0,0.0,0.0,0.1,0.0
6.947,0.0,0.0,-0.004,0.0,3.0,0.215,-0.003,-0.029,-0.003,0.0,0.215,-0.062,-0.039,0.002,0.0,0.0,0.1,0.0
6.996,0.0,0.0,-0.005,0.0,3.0,0.215,-0.004,-0.043,-0.276,0.0,0.21,-0.064,-0.038,0.001,0.0,0.0,0.1,0.0
7.042,0.0,0.0,-0.0,0.0,3.0,0.207,-0.003,-0.033,0.19,0.0,0.207,-0.066,-0.038,0.007,0.0,0.0,0.1,0.0
7.097,0.0,0.0,-0.003,0.0,3.0,0.197,-0.002,-0.024,0.192,0.0,0.202,-0.069,-0.037,0.007,0.0,0.0,0.1,0.0
7.157,0.0,0.0,0.001,0.0,3.0,0.188,-0.004,-0.042,-0.373,0.0,0.194,-0.071,-0.035,0.012,0.0,0.0,0.1,0.0
7.211,0.0,0.0,-0.001,0.0,3.0,0.174,-0.001,-0.01,0.639,0.0,0.186,-0.076,-0.034,0.012,0.0,0.0,0.1,0.0
7.258,0.0,0.0,0.011,0.0,3.0,0.168,0.001,0.006,0.316,0.0,0.174,-0.075,-0.031,0.029,0.0,0.0,0.1,0.0
7.312,0.0,0.0,-0.007,0.0,3.0,0.161,-0.004,-0.041,-0.926,0.0,0.166,-0.072,-0.027,0.016,0.0,0.0,0.1,0.0
7.356,0.0,0.0,-0.003,0.0,3.0,0.154,-0.003,-0.032,0.184,0.0,0.158,-0.076,-0.027,0.009,0.0,0.0,0.1,0.0
7.403,0.0,0.0,0.015,0.0,3.0,0.141,-0.002,-0.019,0.242,0.0,0.15,-0.075,-0.025,0.029,0.0,0.0,0.1,0.0
7.448,0.0,0.0,-0.005,0.0,3.0,0.137,-0.003,-0.034,-0.289,0.0,0.14,-0.077,-0.023,0.015,0.0,0.0,0.1,0.0
7.51,0.0,0.0,0.012,0.0,3.0,0.119,-0.001,-0.012,0.432,0.0,0.133,-0.076,-0.021,0.028,0.0,0.0,0.1,0.0
7.549,0.0,0.0,-0.001,0.0,3.0,0.112,-0.003,-0.031,-0.372,0.0,0.121,-0.077,-0.019,0.019,0.0,0.0,0.1,0.0
7.606,0.0,0.0,0.014,0.0,3.0,0.099,-0.003,-0.028,0.048,0.0,0.111,-0.077,-0.017,0.032,0.0,0.0,0.1,0.0
7.648,0.0,0.0,0.004,0.0,3.0,0.088,-0.004,-0.041,-0.246,0.0,0.099,-0.079,-0.015,0.027,0.0,0.0,0.1,0.0
7.711,0.0,0.0,0.015,0.0,3.0,0.075,0.002,0.022,1.261,0.0,0.088,-0.081,-0.014,0.037,0.0,0.0,0.1,0.0
7.755,0.0,0.0,0.011,0.0,3.0,0.068,-0.002,-0.024,-0.921,0.0,0.076,-0.073,-0.008,0.042,0.0,0.0,0.1,0.0
7.804,0.0,0.0,-0.011,0.0,3.0,0.059,-0.003,-0.027,-0.072,0.0,0.067,-0.074,-0.007,0.012,0.0,0.0,0.1,0.0
7.844,0.0,0.0,0.026,0.0,3.0,0.045,-0.003,-0.032,-0.088,0.0,0.057,-0.071,-0.005,0.04,0.0,0.0,0.1,0.0
7.899,0.0,0.0,-0.002,0.0,3.0,0.039,-0.003,-0.033,-0.03,0.0,0.046,-0.074,-0.004,0.021,0.0,0.0,0.1,0.0
7.965,0.0,0.0,0.027,0.0,3.0,0.028,-0.002,-0.025,0.166,0.0,0.037,-0.071,-0.002,0.048,0.0,0.0,0.1,0.0
8.003,0.0,0.0,-0.001,0.0,3.0,0.024,-0.003,-0.031,-0.116,0.0,0.028,-0.071,-0.0,0.028,0.0,0.0,0.1,0.0
8.06,0.0,0.0,0.021,0.0,3.0,0.016,-0.002,-0.019,0.229,0.0,0.021,-0.067,0.002,0.044,0.0,0.0,0.1,0.0
8.101,0.0,0.0,-0.0,0.0,3.0,0.016,-0.003,-0.027,-0.149,0.0,0.014,-0.065,0.004,0.026,0.0,0.0,0.1,0.0
8.142,0.0,0.0,0.015,0.0,3.0,0.007,-0.004,-0.038,-0.224,0.0,0.01,-0.06,0.005,0.033,0.0,0.0,0.1,0.0
8.195,0.0,0.0,0.0,0.0,3.0,0.002,-0.003,-0.028,0.195,0.0,0.004,-0.06,0.006,0.017,0.0,0.0,0.1,0.0
8.265,0.0,0.0,0.024,0.0,3.0,-0.015,-0.002,-0.023,0.108,0.0,-0.001,-0.056,0.007,0.038,0.0,0.0,0.1,0.0
8.318,0.0,0.0,-0.002,0.0,3.0,-0.021,-0.003,-0.034,-0.216,0.0,-0.012,-0.058,0.007,0.017,0.0,0.0,0.1,0.0
8.362,0.0,0.0,0.032,0.0,3.0,-0.026,-0.004,-0.038,-0.095,0.0,-0.021,-0.056,0.008,0.048,0.0,0.0,0.1,0.0
8.4,0.0,0.0,0.002,0.0,3.0,-0.033,-0.004,-0.039,-0.009,0.0,-0.028,-0.058,0.009,0.03,0.0,0.0,0.1,0.0
8.498,0.0,0.0,0.024,0.0,3.0,-0.041,-0.003,-0.032,0.146,0.0,-0.034,-0.056,0.01,0.048,0.0,0.0,0.1,0.0
8.529,0.0,0.0,0.007,0.0,3.0,-0.044,-0.002,-0.024,0.154,0.0,-0.042,-0.056,0.012,0.036,0.0,0.0,0.1,0.0
8.573,0.0,0.0,0.02,0.0,3.0,-0.046,-0.004,-0.035,-0.228,0.0,-0.047,-0.051,0.014,0.046,0.0,0.0,0.1,0.0
8.607,0.0,0.0,0.001,0.0,3.0,-0.051,-0.003,-0.027,0.163,0.0,-0.05,-0.05,0.015,0.026,0.0,0.0,0.1,0.0
8.661,0.0,0.0,0.02,0.0,3.0,-0.055,-0.004,-0.041,-0.277,0.0,-0.054,-0.046,0.016,0.038,0.0,0.0,0.1,0.0
8.705,0.0,0.0,0.003,0.0,3.0,-0.056,-0.005,-0.049,-0.165,0.0,-0.058,-0.046,0.016,0.023,0.0,0.0,0.1,0.0
8.743,0.0,0.0,0.024,0.0,3.0,-0.053,-0.003,-0.027,0.443,0.0,-0.061,-0.044,0.016,0.04,0.0,0.0,0.1,0.0
8.829,0.0,0.0,0.007,0.0,3.0,-0.054,-0.002,-0.024,0.065,0.0,-0.06,-0.039,0.018,0.032,0.0,0.0,0.1,0.0
8.856,0.0,0.0,0.004,0.0,3.0,-0.056,-0.002,-0.025,-0.021,0.0,-0.06,-0.035,0.018,0.02,0.0,0.0,0.1,0.0
