time,joy_delta,joy_speed,lqg_delta,d_ff,lqg_speed,lqg_e_cg,lqg_e_cg_dot,lqg_theta_e,lqg_theta_e_dot,future_curvature,lqg_e_cg_hat,lqg_e_cg_dot_hat,lqg_theta_e_hat,lqg_theta_e_dot_hat,yaw,yaw_rate,vx,vy
65.733,0.0,0.0,0.006,0.0,3.0,-0.171,-0.003,-0.033,-0.177,0.0,-0.171,-0.046,0.04,0.044,0.0,0.0,0.1,0.0
65.764,0.0,0.0,0.026,0.0,3.0,-0.173,-0.003,-0.029,0.077,0.0,-0.174,-0.04,0.041,0.051,0.0,0.0,0.1,0.0
65.844,0.0,0.0,0.012,0.0,3.0,-0.173,-0.004,-0.04,-0.216,0.0,-0.176,-0.035,0.042,0.038,0.0,0.0,0.1,0.0
65.871,0.0,0.0,0.02,0.0,3.0,-0.176,-0.005,-0.046,-0.122,0.0,-0.178,-0.031,0.041,0.039,0.0,0.0,0.1,0.0
65.932,0.0,0.0,0.018,0.0,3.0,-0.174,-0.004,-0.041,0.105,0.0,-0.179,-0.029,0.041,0.036,0.0,0.0,0.1,0.0
65.987,0.0,0.0,0.024,0.0,3.0,-0.175,-0.005,-0.05,-0.19,0.0,-0.179,-0.024,0.04,0.044,0.0,0.0,0.1,0.0
66.013,0.0,0.0,0.011,0.0,3.0,-0.171,-0.006,-0.065,-0.288,0.0,-0.179,-0.024,0.039,0.031,0.0,0.0,0.1,0.0
66.077,0.0,0.0,0.028,0.0,3.0,-0.163,-0.004,-0.039,0.526,0.0,-0.178,-0.023,0.038,0.046,0.0,0.0,0.1,0.0
66.18,0.0,0.0,0.014,0.0,3.0,-0.161,-0.005,-0.045,-0.136,0.0,-0.173,-0.017,0.039,0.04,0.0,0.0,0.1,0.0
66.218,0.0,0.0,0.006,0.0,3.0,-0.159,-0.005,-0.045,0.005,0.0,-0.168,-0.015,0.038,0.024,0.0,0.0,0.1,0.0
66.299,0.0,0.0,0.02,0.0,3.0,-0.139,-0.004,-0.04,0.108,0.0,-0.165,-0.012,0.037,0.031,0.0,0.0,0.1,0.0
66.341,0.0,0.0,0.011,0.0,3.0,-0.131,-0.005,-0.046,-0.133,0.0,-0.154,-0.004,0.036,0.026,0.0,0.0,0.1,0.0
66.387,0.0,0.0,-0.004,0.0,3.0,-0.128,-0.006,-0.057,-0.211,0.0,-0.144,-0.001,0.034,0.002,0.0,0.0,0.1,0.0
66.414,0.0,0.0,0.016,0.0,3.0,-0.121,-0.006,-0.061,-0.075,0.0,-0.137,-0.001,0.031,0.011,0.0,0.0,0.1,0.0
66.496,0.0,0.0,0.012,0.0,3.0,-0.098,-0.003,-0.028,0.654,0.0,-0.13,-0.001,0.028,0.014,0.0,0.0,0.1,0.0
66.541,0.0,0.0,0.014,0.0,3.0,-0.097,-0.004,-0.039,-0.218,0.0,-0.115,0.009,0.028,0.023,0.0,0.0,0.1,0.0
66.592,0.0,0.0,-0.022,0.0,3.0,-0.091,-0.003,-0.027,0.227,0.0,-0.106,0.007,0.025,-0.023,0.0,0.0,0.1,0.0
66.628,0.0,0.0,0.03,0.0,3.0,-0.082,-0.005,-0.053,-0.505,0.0,-0.098,0.013,0.022,0.017,0.0,0.0,0.1,0.0
66.668,0.0,0.0,-0.017,0.0,3.0,-0.062,-0.004,-0.037,0.308,0.0,-0.09,0.008,0.019,-0.018,0.0,0.0,0.1,0.0
66.703,0.0,0.0,0.031,0.0,3.0,-0.055,-0.004,-0.044,-0.14,0.0,-0.076,0.015,0.018,0.025,0.0,0.0,0.1,0.0
66.772,0.0,0.0,-0.032,0.0,3.0,-0.033,-0.005,-0.05,-0.122,0.0,-0.066,0.011,0.015,-0.03,0.0,0.0,0.1,0.0
66.86,0.0,0.0,0.031,0.0,3.0,-0.014,-0.006,-0.064,-0.269,0.0,-0.049,0.017,0.012,0.017,0.0,0.0,0.1,0.0
66.894,0.0,0.0,-0.033,0.0,3.0,0.004,-0.005,-0.046,0.364,0.0,-0.032,0.014,0.008,-0.035,0.0,0.0,0.1,0.0
66.929,0.0,0.0,0.023,0.0,3.0,0.012,-0.005,-0.052,-0.134,0.0,-0.014,0.02,0.006,0.005,0.0,0.0,0.1,0.0
67.036,0.0,0.0,-0.033,0.0,3.0,0.041,-0.003,-0.027,0.515,0.0,-0.001,0.014,0.002,-0.044,0.0,0.0,0.1,0.0
67.075,0.0,0.0,0.026,0.0,3.0,0.052,-0.003,-0.034,-0.147,0.0,0.02,0.025,-0.0,0.006,0.0,0.0,0.1,0.0
67.134,0.0,0.0,-0.055,0.0,3.0,0.061,-0.004,-0.036,-0.047,0.0,0.036,0.021,-0.004,-0.069,0.0,0.0,0.1,0.0
67.149,0.0,0.0,0.027,0.0,3.0,0.069,-0.006,-0.058,-0.432,0.0,0.049,0.023,-0.008,-0.011,0.0,0.0,0.1,0.0
67.216,0.0,0.0,-0.032,0.0,3.0,0.08,-0.005,-0.052,0.123,0.0,0.06,0.013,-0.013,-0.05,0.0,0.0,0.1,0.0
67.277,0.0,0.0,0.029,0.0,3.0,0.092,-0.003,-0.029,0.449,0.0,0.07,0.012,-0.017,0.007,0.0,0.0,0.1,0.0
67.331,0.0,0.0,-0.03,0.0,3.0,0.101,-0.003,-0.03,-0.009,0.0,0.081,0.008,-0.017,-0.029,0.0,0.0,0.1,0.0
67.369,0.0,0.0,0.005,0.0,3.0,0.111,-0.004,-0.042,-0.249,0.0,0.091,0.008,-0.019,-0.007,0.0,0.0,0.1,0.0
67.425,0.0,0.0,-0.021,0.0,3.0,0.126,-0.005,-0.053,-0.22,0.0,0.101,0.002,-0.021,-0.028,0.0,0.0,0.1,0.0
67.514,0.0,0.0,0.005,0.0,3.0,0.142,-0.002,-0.022,0.629,0.0,0.113,0.0,-0.024,-0.006,0.0,0.0,0.1,0.0
67.558,0.0,0.0,-0.019,0.0,3.0,0.151,-0.003,-0.031,-0.195,0.0,0.126,0.002,-0.024,-0.022,0.0,0.0,0.1,0.0
67.581,0.0,0.0,-0.018,0.0,3.0,0.15,-0.004,-0.043,-0.233,0.0,0.138,0.0,-0.026,-0.034,0.0,0.0,0.1,0.0
67.604,0.0,0.0,-0.007,0.0,3.0,0.157,-0.005,-0.048,-0.098,0.0,0.143,-0.007,-0.029,-0.028,0.0,0.0,0.1,0.0
67.668,0.0,0.0,0.002,0.0,3.0,0.17,-0.005,-0.053,-0.11,0.0,0.149,-0.012,-0.032,-0.01,0.0,0.0,0.1,0.0
67.749,0.0,0.0,-0.008,0.0,3.0,0.181,-0.005,-0.05,0.06,0.0,0.157,-0.017,-0.033,-0.01,0.0,0.0,0.1,0.0
67.832,0.0,0.0,-0.008,0.0,3.0,0.2,-0.005,-0.047,0.079,0.0,0.167,-0.02,-0.034,-0.008,0.0,0.0,0.1,0.0
67.88,0.0,0.0,-0.013,0.0,3.0,0.206,-0.006,-0.057,-0.212,0.0,0.181,-0.019,-0.034,-0.013,0.0,0.0,0.1,0.0
67.951,0.0,0.0,-0.021,0.0,3.0,0.213,-0.003,-0.032,0.503,0.0,0.191,-0.024,-0.036,-0.03,0.0,0.0,0.1,0.0
68.019,0.0,0.0,0.001,0.0,3.0,0.221,-0.002,-0.019,0.251,0.0,0.199,-0.023,-0.037,-0.011,0.0,0.0,0.1,0.0
68.086,0.0,0.0,-0.026,0.0,3.0,0.23,-0.005,-0.053,-0.668,0.0,0.207,-0.023,-0.038,-0.033,0.0,0.0,0.1,0.0
68.123,0.0,0.0,-0.009,0.0,3.0,0.232,-0.005,-0.052,0.011,0.0,0.216,-0.027,-0.04,-0.028,0.0,0.0,0.1,0.0
68.188,0.0,0.0,-0.008,0.0,3.0,0.241,-0.004,-0.043,0.193,0.0,0.221,-0.032,-0.043,-0.023,0.0,0.0,0.1,0.0
68.209,0.0,0.0,-0.004,0.0,3.0,0.245,-0.005,-0.049,-0.121,0.0,0.228,-0.034,-0.044,-0.012,0.0,0.0,0.1,0.0
68.323,0.0,0.0,-0.018,0.0,3.0,0.25,-0.004,-0.036,0.246,0.0,0.233,-0.039,-0.045,-0.023,0.0,0.0,0.1,0.0
68.415,0.0,0.0,-0.001,0.0,3.0,0.248,-0.004,-0.042,-0.122,0.0,0.238,-0.04,-0.045,-0.007,0.0,0.0,0.1,0.0
68.446,0.0,0.0,-0.022,0.0,3.0,0.251,-0.003,-0.025,0.346,0.0,0.239,-0.046,-0.046,-0.025,0.0,0.0,0.1,0.0
68.488,0.0,0.0,0.007,0.0,3.0,0.253,-0.003,-0.031,-0.125,0.0,0.241,-0.045,-0.045,0.002,0.0,0.0,0.1,0.0
68.524,0.0,0.0,-0.028,0.0,3.0,0.253,-0.005,-0.05,-0.37,0.0,0.243,-0.049,-0.045,-0.026,0.0,0.0,0.1,0.0
68.622,0.0,0.0,0.005,0.0,3.0,0.25,-0.003,-0.034,0.323,0.0,0.243,-0.053,-0.046,-0.003,0.0,0.0,0.1,0.0
68.68,0.0,0.0,-0.012,0.0,3.0,0.247,-0.004,-0.04,-0.114,0.0,0.243,-0.056,-0.046,-0.008,0.0,0.0,0.1,0.0
68.799,0.0,0.0,-0.003,0.0,3.0,0.241,-0.003,-0.029,0.22,0.0,0.24,-0.06,-0.046,-0.001,0.0,0.0,0.1,0.0
68.837,0.0,0.0,-0.004,0.0,3.0,0.239,-0.003,-0.033,-0.081,0.0,0.236,-0.063,-0.045,0.002,0.0,0.0,0.1,0.0
68.862,0.0,0.0,-0.005,0.0,3.0,0.235,-0.002,-0.017,0.315,0.0,0.232,-0.066,-0.043,0.004,0.0,0.0,0.1,0.0
68.938,0.0,0.0,-0.005,0.0,3.0,0.232,-0.002,-0.016,0.025,0.0,0.229,-0.065,-0.041,0.005,0.0,0.0,0.1,0.0
68.966,0.0,0.0,-0.011,0.0,3.0,0.225,-0.001,-0.015,0.018,0.0,0.225,-0.065,-0.04,-0.003,0.0,0.0,0.1,0.0
69.059,0.0,0.0,-0.005,0.0,3.0,0.214,-0.002,-0.02,-0.116,0.0,0.22,-0.065,-0.038,-0.003,0.0,0.0,0.1,0.0
69.096,0.0,0.0,-0.005,0.0,3.0,0.211,-0.003,-0.033,-0.254,0.0,0.212,-0.068,-0.038,-0.004,0.0,0.0,0.1,0.0
69.12,0.0,0.0,0.006,0.0,3.0,0.211,-0.003,-0.033,0.0,0.0,0.206,-0.07,-0.037,0.01,0.0,0.0,0.1,0.0
69.186,0.0,0.0,-0.004,0.0,3.0,0.189,-0.003,-0.027,0.123,0.0,0.203,-0.07,-0.036,0.008,0.0,0.0,0.1,0.0
69.208,0.0,0.0,-0.003,0.0,3.0,0.188,-0.004,-0.036,-0.173,0.0,0.191,-0.076,-0.035,0.006,0.0,0.0,0.1,0.0
69.32,0.0,0.0,0.015,0.0,3.0,0.169,-0.002,-0.017,0.377,0.0,0.184,-0.076,-0.033,0.029,0.0,0.0,0.1,0.0
69.34,0.0,0.0,-0.009,0.0,3.0,0.168,-0.002,-0.019,-0.042,0.0,0.171,-0.08,-0.031,0.014,0.0,0.0,0.1,0.0
69.371,0.0,0.0,0.016,0.0,3.0,0.162,-0.002,-0.021,-0.039,0.0,0.163,-0.077,-0.028,0.036,0.0,0.0,0.1,0.0
69.456,0.0,0.0,-0.015,0.0,3.0,0.138,-0.002,-0.024,-0.068,0.0,0.157,-0.077,-0.025,0.008,0.0,0.0,0.1,0.0
69.48,0.0,0.0,0.012,0.0,3.0,0.134,-0.002,-0.025,-0.006,0.0,0.142,-0.08,-0.024,0.022,0.0,0.0,0.1,0.0
69.554,0.0,0.0,0.011,0.0,3.0,0.115,-0.001,-0.013,0.227,0.0,0.132,-0.079,-0.022,0.033,0.0,0.0,0.1,0.0
69.571,0.0,0.0,-0.001,0.0,3.0,0.117,-0.002,-0.023,-0.199,0.0,0.118,-0.081,-0.019,0.023,0.0,0.0,0.1,0.0
69.643,0.0,0.0,0.016,0.0,3.0,0.098,-0.003,-0.027,-0.085,0.0,0.111,-0.077,-0.016,0.039,0.0,0.0,0.1,0.0
69.671,0.0,0.0,-0.01,0.0,3.0,0.094,-0.004,-0.04,-0.243,0.0,0.099,-0.08,-0.015,0.013,0.0,0.0,0.1,0.0
69.741,0.0,0.0,0.029,0.0,3.0,0.079,-0.003,-0.03,0.188,0.0,0.091,-0.078,-0.013,0.047,0.0,0.0,0.1,0.0
69.775,0.0,0.0,-0.007,0.0,3.0,0.073,-0.001,-0.013,0.341,0.0,0.079,-0.081,-0.011,0.022,0.0,0.0,0.1,0.0
69.841,0.0,0.0,0.026,0.0,3.0,0.06,-0.002,-0.021,-0.149,0.0,0.07,-0.074,-0.008,0.05,0.0,0.0,0.1,0.0
69.865,0.0,0.0,-0.014,0.0,3.0,0.054,-0.003,-0.03,-0.193,0.0,0.06,-0.076,-0.006,0.013,0.0,0.0,0.1,0.0
69.923,0.0,0.0,0.03,0.0,3.0,0.04,-0.002,-0.022,0.161,0.0,0.051,-0.072,-0.004,0.045,0.0,0.0,0.1,0.0
69.98,0.0,0.0,-0.006,0.0,3.0,0.028,-0.003,-0.031,-0.168,0.0,0.04,-0.073,-0.002,0.02,0.0,0.0,0.1,0.0
70.039,0.0,0.0,0.027,0.0,3.0,0.017,-0.002,-0.018,0.241,0.0,0.029,-0.072,-0.001,0.045,0.0,0.0,0.1,0.0
70.057,0.0,0.0,0.005,0.0,3.0,0.006,-0.004,-0.038,-0.398,0.0,0.018,-0.071,0.002,0.035,0.0,0.0,0.1,0.0
70.139,0.0,0.0,0.017,0.0,3.0,-0.014,-0.002,-0.015,0.465,0.0,0.007,-0.072,0.003,0.041,0.0,0.0,0.1,0.0
70.159,0.0,0.0,0.017,0.0,3.0,-0.018,0.002,0.02,0.697,0.0,-0.008,-0.071,0.006,0.046,0.0,0.0,0.1,0.0
70.234,0.0,0.0,0.017,0.0,3.0,-0.025,-0.002,-0.02,-0.804,0.0,-0.018,-0.061,0.011,0.052,0.0,0.0,0.1,0.0
70.261,0.0,0.0,-0.011,0.0,3.0,-0.026,-0.004,-0.04,-0.387,0.0,-0.026,-0.061,0.012,0.014,0.0,0.0,0.1,0.0
70.336,0.0,0.0,0.033,0.0,3.0,-0.041,-0.003,-0.031,0.167,0.0,-0.031,-0.056,0.012,0.045,0.0,0.0,0.1,0.0
70.364,0.0,0.0,-0.002,0.0,3.0,-0.051,-0.004,-0.037,-0.115,0.0,-0.04,-0.058,0.013,0.02,0.0,0.0,0.1,0.0
70.46,0.0,0.0,0.034,0.0,3.0,-0.07,-0.001,-0.013,0.484,0.0,-0.05,-0.057,0.014,0.052,0.0,0.0,0.1,0.0
70.56,0.0,0.0,0.007,0.0,3.0,-0.084,-0.003,-0.029,-0.323,0.0,-0.064,-0.058,0.016,0.038,0.0,0.0,0.1,0.0
70.646,0.0,0.0,0.029,0.0,3.0,-0.103,-0.005,-0.046,-0.334,0.0,-0.078,-0.059,0.017,0.056,0.0,0.0,0.1,0.0
70.669,0.0,0.0,0.019,0.0,3.0,-0.103,-0.003,-0.033,0.258,0.0,-0.094,-0.065,0.019,0.055,0.0,0.0,0.1,0.0
70.743,0.0,0.0,0.039,0.0,3.0,-0.11,-0.003,-0.035,-0.031,0.0,-0.103,-0.06,0.023,0.085,0.0,0.0,0.1,0.0
70.755,0.0,0.0,-0.004,0.0,3.0,-0.11,-0.003,-0.035,0.0,0.0,-0.111,-0.06,0.026,0.046,0.0,0.0,0.1,0.0
70.81,0.0,0.0,0.033,0.0,3.0,-0.114,-0.003,-0.028,0.141,0.0,-0.115,-0.053,0.028,0.068,0.0,0.0,0.1,0.0
70.869,0.0,0.0,-0.004,0.0,3.0,-0.118,-0.004,-0.037,-0.184,0.0,-0.118,-0.049,0.03,0.032,0.0,0.0,0.1,0.0
70.952,0.0,0.0,0.026,0.0,3.0,-0.116,-0.003,-0.03,0.132,0.0,-0.122,-0.044,0.031,0.046,0.0,0.0,0.1,0.0
70.962,0.0,0.0,0.009,0.0,3.0,-0.118,-0.003,-0.027,0.07,0.0,-0.122,-0.039,0.031,0.032,0.0,0.0,0.1,0.0
71.03,0.0,0.0,0.014,0.0,3.0,-0.118,-0.004,-0.044,-0.348,0.0,-0.123,-0.033,0.032,0.03,0.0,0.0,0.1,0.0
71.095,0.0,0.0,0.011,0.0,3.0,-0.111,-0.004,-0.042,0.048,0.0,-0.123,-0.031,0.031,0.023,0.0,0.0,0.1,0.0
71.127,0.0,0.0,0.02,0.0,3.0,-0.111,-0.004,-0.037,0.101,0.0,-0.12,-0.026,0.03,0.032,0.0,0.0,0.1,0.0
71.22,0.0,0.0,0.003,0.0,3.0,-0.106,-0.005,-0.046,-0.19,0.0,-0.118,-0.023,0.029,0.016,0.0,0.0,0.1,0.0
71.321,0.0,0.0,0.018,0.0,3.0,-0.103,-0.004,-0.036,0.2,0.0,-0.114,-0.02,0.028,0.025,0.0,0.0,0.1,0.0
71.424,0.0,0.0,0.007,0.0,3.0,-0.082,-0.005,-0.049,-0.256,0.0,-0.11,-0.017,0.027,0.017,0.0,0.0,0.1,0.0
71.521,0.0,0.0,0.012,0.0,3.0,-0.069,-0.005,-0.052,-0.071,0.0,-0.098,-0.01,0.026,0.019,0.0,0.0,0.1,0.0
71.641,0.0,0.0,-0.006,0.0,3.0,-0.049,-0.004,-0.044,0.164,0.0,-0.086,-0.007,0.024,-0.004,0.0,0.0,0.1,0.0
71.664,0.0,0.0,0.009,0.0,3.0,-0.044,-0.004,-0.044,0.001,0.0,-0.069,0.002,0.021,0.003,0.0,0.0,0.1,0.0
71.734,0.0,0.0,-0.016,0.0,3.0,-0.03,-0.006,-0.064,-0.404,0.0,-0.057,0.002,0.018,-0.028,0.0,0.0,0.1,0.0
71.769,0.0,0.0,0.018,0.0,3.0,-0.018,-0.005,-0.05,0.296,0.0,-0.045,0.004,0.013,-0.002,0.0,0.0,0.1,0.0
71.851,0.0,0.0,-0.006,0.0,3.0,0.005,-0.004,-0.041,0.172,0.0,-0.032,0.004,0.01,-0.014,0.0,0.0,0.1,0.0
71.879,0.0,0.0,0.006,0.0,3.0,0.013,-0.004,-0.042,-0.03,0.0,-0.014,0.011,0.008,-0.004,0.0,0.0,0.1,0.0
71.918,0.0,0.0,-0.022,0.0,3.0,0.026,-0.003,-0.033,0.194,0.0,-0.001,0.01,0.004,-0.036,0.0,0.0,0.1,0.0
71.982,0.0,0.0,0.013,0.0,3.0,0.039,-0.005,-0.049,-0.323,0.0,0.012,0.014,0.001,-0.01,0.0,0.0,0.1,0.0
72.086,0.0,0.0,-0.021,0.0,3.0,0.065,-0.003,-0.035,0.284,0.0,0.026,0.01,-0.003,-0.037,0.0,0.0,0.1,0.0
72.108,0.0,0.0,0.012,0.0,3.0,0.069,-0.004,-0.044,-0.176,0.0,0.045,0.018,-0.005,-0.008,0.0,0.0,0.1,0.0
72.171,0.0,0.0,-0.038,0.0,3.0,0.097,-0.006,-0.056,-0.247,0.0,0.057,0.011,-0.009,-0.057,0.0,0.0,0.1,0.0
72.226,0.0,0.0,0.024,0.0,3.0,0.115,-0.005,-0.054,0.033,0.0,0.077,0.016,-0.013,-0.004,0.0,0.0,0.1,0.0
72.312,0.0,0.0,-0.042,0.0,3.0,0.137,-0.004,-0.043,0.224,0.0,0.095,0.011,-0.017,-0.055,0.0,0.0,0.1,0.0
72.381,0.0,0.0,0.011,0.0,3.0,0.154,-0.006,-0.056,-0.254,0.0,0.116,0.017,-0.02,-0.018,0.0,0.0,0.1,0.0
72.439,0.0,0.0,-0.042,0.0,3.0,0.162,-0.006,-0.064,-0.161,0.0,0.135,0.011,-0.025,-0.064,0.0,0.0,0.1,0.0
72.472,0.0,0.0,0.01,0.0,3.0,0.17,-0.004,-0.036,0.55,0.0,0.148,0.007,-0.03,-0.025,0.0,0.0,0.1,0.0
72.567,0.0,0.0,-0.019,0.0,3.0,0.185,-0.005,-0.048,-0.231,0.0,0.159,0.003,-0.032,-0.035,0.0,0.0,0.1,0.0
72.648,0.0,0.0,-0.006,0.0,3.0,0.202,-0.004,-0.039,0.173,0.0,0.171,-0.001,-0.035,-0.023,0.0,0.0,0.1,0.0
72.663,0.0,0.0,-0.018,0.0,3.0,0.202,-0.004,-0.039,0.0,0.0,0.185,-0.002,-0.036,-0.03,0.0,0.0,0.1,0.0
72.767,0.0,0.0,-0.017,0.0,3.0,0.219,-0.003,-0.031,0.158,0.0,0.192,-0.009,-0.039,-0.035,0.0,0.0,0.1,0.0
72.828,0.0,0.0,-0.002,0.0,3.0,0.224,-0.004,-0.037,-0.122,0.0,0.204,-0.008,-0.04,-0.016,0.0,0.0,0.1,0.0
72.898,0.0,0.0,-0.032,0.0,3.0,0.234,-0.004,-0.037,0.015,0.0,0.213,-0.014,-0.042,-0.044,0.0,0.0,0.1,0.0
72.988,0.0,0.0,0.003,0.0,3.0,0.243,-0.003,-0.027,0.195,0.0,0.222,-0.015,-0.044,-0.015,0.0,0.0,0.1,0.0
73.022,0.0,0.0,-0.028,0.0,3.0,0.245,-0.003,-0.029,-0.035,0.0,0.23,-0.018,-0.044,-0.037,0.0,0.0,0.1,0.0
73.084,0.0,0.0,-0.007,0.0,3.0,0.245,-0.003,-0.029,-0.006,0.0,0.235,-0.021,-0.046,-0.025,0.0,0.0,0.1,0.0
73.108,0.0,0.0,-0.016,0.0,3.0,0.245,-0.003,-0.029,0.0,0.0,0.238,-0.027,-0.047,-0.029,0.0,0.0,0.1,0.0
73.193,0.0,0.0,-0.004,0.0,3.0,0.243,-0.003,-0.034,-0.103,0.0,0.239,-0.032,-0.048,-0.015,0.0,0.0,0.1,0.0
73.209,0.0,0.0,-0.012,0.0,3.0,0.243,-0.003,-0.034,0.0,0.0,0.238,-0.039,-0.049,-0.016,0.0,0.0,0.1,0.0
73.268,0.0,0.0,-0.001,0.0,3.0,0.244,-0.003,-0.032,0.049,0.0,0.237,-0.043,-0.048,-0.0,0.0,0.0,0.1,0.0
73.357,0.0,0.0,-0.012,0.0,3.0,0.238,-0.003,-0.027,0.094,0.0,0.237,-0.048,-0.047,-0.005,0.0,0.0,0.1,0.0
73.425,0.0,0.0,-0.006,0.0,3.0,0.232,-0.002,-0.017,0.205,0.0,0.234,-0.052,-0.046,-0.0,0.0,0.0,0.1,0.0
73.532,0.0,0.0,-0.006,0.0,3.0,0.219,-0.004,-0.041,-0.484,0.0,0.229,-0.055,-0.045,0.002,0.0,0.0,0.1,0.0
73.601,0.0,0.0,-0.006,0.0,3.0,0.21,-0.003,-0.028,0.267,0.0,0.22,-0.064,-0.045,0.0,0.0,0.0,0.1,0.0
73.697,0.0,0.0,0.015,0.0,3.0,0.191,-0.004,-0.036,-0.17,0.0,0.21,-0.068,-0.042,0.03,0.0,0.0,0.1,0.0
73.717,0.0,0.0,-0.011,0.0,3.0,0.191,-0.002,-0.024,0.244,0.0,0.196,-0.078,-0.041,0.014,0.0,0.0,0.1,0.0
73.793,0.0,0.0,0.025,0.0,3.0,0.178,-0.004,-0.035,-0.23,0.0,0.187,-0.076,-0.036,0.053,0.0,0.0,0.1,0.0
73.819,0.0,0.0,-0.026,0.0,3.0,0.175,0.003,0.026,1.223,0.0,0.177,-0.084,-0.034,0.009,0.0,0.0,0.1,0.0
73.921,0.0,0.0,0.03,0.0,3.0,0.15,-0.003,-0.033,-1.179,0.0,0.17,-0.07,-0.027,0.054,0.0,0.0,0.1,0.0
73.962,0.0,0.0,-0.05,0.0,3.0,0.145,-0.005,-0.047,-0.282,0.0,0.155,-0.084,-0.027,-0.03,0.0,0.0,0.1,0.0
74.05,0.0,0.0,0.069,0.0,3.0,0.117,-0.003,-0.031,0.328,0.0,0.144,-0.081,-0.026,0.074,0.0,0.0,0.1,0.0
74.132,0.0,0.0,-0.037,0.0,3.0,0.097,0.003,0.03,1.225,0.0,0.125,-0.093,-0.024,0.004,0.0,0.0,0.1,0.0
74.204,0.0,0.0,0.061,0.0,3.0,0.079,-0.002,-0.02,-1.004,0.0,0.105,-0.082,-0.017,0.088,0.0,0.0,0.1,0.0
74.319,0.0,0.0,-0.045,0.0,3.0,0.059,-0.003,-0.035,-0.3,0.0,0.086,-0.093,-0.014,0.0,0.0,0.0,0.1,0.0
74.419,0.0,0.0,0.067,0.0,3.0,0.047,-0.003,-0.026,0.177,0.0,0.066,-0.091,-0.012,0.088,0.0,0.0,0.1,0.0
74.526,0.0,0.0,-0.016,0.0,3.0,0.025,-0.001,-0.011,0.303,0.0,0.05,-0.095,-0.007,0.039,0.0,0.0,0.1,0.0
74.575,0.0,0.0,0.039,0.0,3.0,0.023,-0.003,-0.031,-0.409,0.0,0.031,-0.091,-0.002,0.076,0.0,0.0,0.1,0.0
74.644,0.0,0.0,-0.004,0.0,3.0,0.018,-0.002,-0.021,0.201,0.0,0.02,-0.09,0.002,0.045,0.0,0.0,0.1,0.0
74.663,0.0,0.0,0.023,0.0,3.0,0.02,-0.002,-0.023,-0.036,0.0,0.013,-0.082,0.006,0.058,0.0,0.0,0.1,0.0
74.735,0.0,0.0,-0.006,0.0,3.0,0.013,-0.006,-0.056,-0.653,0.0,0.01,-0.075,0.009,0.026,0.0,0.0,0.1,0.0
74.76,0.0,0.0,0.011,0.0,3.0,0.015,-0.005,-0.051,0.086,0.0,0.006,-0.074,0.008,0.024,0.0,0.0,0.1,0.0
74.834,0.0,0.0,0.019,0.0,3.0,0.012,-0.002,-0.023,0.569,0.0,0.005,-0.068,0.008,0.034,0.0,0.0,0.1,0.0
74.868,0.0,0.0,0.002,0.0,3.0,0.015,-0.004,-0.041,-0.368,0.0,0.003,-0.062,0.01,0.02,0.0,0.0,0.1,0.0
74.953,0.0,0.0,0.007,0.0,3.0,0.021,-0.004,-0.042,-0.022,0.0,0.004,-0.057,0.009,0.015,0.0,0.0,0.1,0.0
75.023,0.0,0.0,0.007,0.0,3.0,0.026,-0.003,-0.03,0.254,0.0,0.007,-0.051,0.009,0.013,0.0,0.0,0.1,0.0
75.107,0.0,0.0,0.001,0.0,3.0,0.036,-0.004,-0.042,-0.242,0.0,0.013,-0.043,0.008,0.004,0.0,0.0,0.1,0.0
75.147,0.0,0.0,-0.001,0.0,3.0,0.034,-0.006,-0.061,-0.386,0.0,0.02,-0.038,0.007,-0.006,0.0,0.0,0.1,0.0
75.177,0.0,0.0,0.002,0.0,3.0,0.041,-0.006,-0.062,-0.007,0.0,0.024,-0.039,0.003,-0.009,0.0,0.0,0.1,0.0
75.26,0.0,0.0,0.017,0.0,3.0,0.06,-0.003,-0.034,0.542,0.0,0.029,-0.037,0.0,0.011,0.0,0.0,0.1,0.0
75.294,0.0,0.0,-0.002,0.0,3.0,0.065,-0.005,-0.047,-0.248,0.0,0.041,-0.029,0.001,0.003,0.0,0.0,0.1,0.0
75.315,0.0,0.0,-0.015,0.0,3.0,0.065,-0.005,-0.047,0.0,0.0,0.05,-0.028,-0.002,-0.022,0.0,0.0,0.1,0.0
75.43,0.0,0.0,0.01,0.0,3.0,0.085,-0.004,-0.043,0.085,0.0,0.055,-0.027,-0.005,-0.006,0.0,0.0,0.1,0.0
75.498,0.0,0.0,-0.002,0.0,3.0,0.096,-0.006,-0.062,-0.392,0.0,0.067,-0.022,-0.006,-0.007,0.0,0.0,0.1,0.0
75.539,0.0,0.0,-0.013,0.0,3.0,0.102,-0.006,-0.065,-0.057,0.0,0.079,-0.022,-0.01,-0.024,0.0,0.0,0.1,0.0
75.557,0.0,0.0,0.006,0.0,3.0,0.111,-0.004,-0.04,0.502,0.0,0.088,-0.024,-0.013,-0.01,0.0,0.0,0.1,0.0
75.638,0.0,0.0,-0.003,0.0,3.0,0.119,-0.003,-0.026,0.284,0.0,0.097,-0.022,-0.015,-0.01,0.0,0.0,0.1,0.0
75.657,0.0,0.0,-0.009,0.0,3.0,0.117,-0.004,-0.037,-0.226,0.0,0.106,-0.019,-0.016,-0.017,0.0,0.0,0.1,0.0
